City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Kousseri,CM,12.08,15.03,73.4,38,87,6.93,overcast clouds
364,Seydi,TM,39.48,62.91,28.27,91,15,6.76,few clouds
365,Mogadishu,SO,2.04,45.34,79.39,81,27,8.57,scattered clouds
366,Sena Madureira,BR,-9.07,-68.66,75.81,93,74,3.65,light rain
367,Kuandian,CN,40.73,124.78,31.17,86,96,0.74,overcast clouds
368,Krasnokamensk,RU,50.1,118.04,5.72,88,0,4.94,clear sky
369,Shenjiamen,CN,29.96,122.3,60.15,91,100,1.92,overcast clouds
370,Kosh-Agach,RU,50.0,88.67,0.03,90,97,1.23,overcast clouds
371,Ilulissat,GL,69.22,-51.1,21.2,53,99,28.86,light shower snow
372,Champerico,GT,14.3,-91.92,84.2,70,75,4.7,broken clouds
373,Yar-Sale,RU,66.83,70.83,14.38,96,99,11.1,overcast clouds
374,Iskateley,RU,67.68,53.15,19.9,97,99,11.41,overcast clouds
375,Vallam,IN,10.72,79.08,77.0,83,75,6.93,mist
376,Nago,JP,26.59,127.98,71.6,77,75,5.82,broken clouds
377,Clovis,US,36.83,-119.7,64.99,36,1,3.36,haze
378,Akureyri,IS,65.68,-18.09,26.6,92,90,2.37,overcast clouds
379,Pingliang,CN,35.54,106.69,22.14,92,93,5.75,snow
380,Emerald,AU,-23.53,148.17,82.99,57,100,9.17,overcast clouds
381,Surt,LY,31.21,16.59,65.23,71,12,9.08,light rain
382,Isangel,VU,-19.55,169.27,86.0,66,75,6.93,broken clouds
383,Walvis Bay,NA,-22.96,14.51,57.99,82,0,6.93,clear sky
384,Kamina,CD,-8.74,24.99,65.75,99,100,5.26,moderate rain
385,San Rafael,AR,-34.62,-68.33,73.67,28,0,6.04,clear sky
386,Ebeltoft,DK,56.19,10.68,50.0,87,99,8.05,overcast clouds
387,Alanya,TR,36.54,32.0,50.0,100,0,5.82,clear sky
388,Awka,NG,6.21,7.07,80.6,83,70,3.36,broken clouds
389,Chernyshevskiy,RU,63.01,112.47,-11.27,89,0,2.48,clear sky
390,Carauari,BR,-4.88,-66.9,75.52,90,100,2.13,overcast clouds
391,Namatanai,PG,-3.67,152.43,85.21,67,98,8.86,overcast clouds
392,Dunedin,NZ,-45.87,170.5,57.99,69,0,27.0,clear sky
393,Alexandria,EG,31.22,29.96,66.2,82,40,2.24,scattered clouds
394,San Policarpo,PH,12.18,125.51,82.94,74,50,18.41,scattered clouds
395,Lianzhou,CN,24.78,112.38,58.35,69,59,1.77,broken clouds
396,Inta,RU,66.03,60.17,19.94,97,100,5.99,overcast clouds
397,Marawi,PH,8.0,124.29,80.01,85,100,3.0,overcast clouds
398,Bengkulu,ID,-3.8,102.27,74.53,92,100,0.81,overcast clouds
399,Raudeberg,NO,61.99,5.14,50.0,93,100,23.04,moderate rain
400,Luneville,FR,48.6,6.5,44.6,81,0,5.82,clear sky
401,Boguchany,RU,58.38,97.45,9.64,94,97,2.33,overcast clouds
402,Kununurra,AU,-15.77,128.73,80.6,88,53,5.82,broken clouds
403,Anloga,GH,5.79,0.9,82.4,83,20,9.17,few clouds
404,Bolshoye Murashkino,RU,55.78,44.78,32.2,98,100,3.96,light snow
405,Sivas,TR,39.79,37.0,28.4,79,75,8.05,broken clouds
406,Esperance,AU,-33.87,121.9,60.8,77,90,17.22,overcast clouds
407,Baykit,RU,61.67,96.37,7.68,92,100,1.39,overcast clouds
408,Malihabad,IN,26.92,80.72,51.8,87,5,4.32,fog
409,Saint George,US,37.1,-113.58,55.4,24,1,3.36,clear sky
410,Coquimbo,CL,-29.95,-71.34,60.8,77,0,10.29,clear sky
411,Mildura,AU,-34.2,142.15,82.0,38,0,11.41,clear sky
412,Chitral,PK,35.85,71.79,36.48,75,100,2.46,overcast clouds
413,Kutulik,RU,53.35,102.78,3.79,94,25,0.96,scattered clouds
414,Troitsko-Pechorsk,RU,62.71,56.2,20.57,96,100,7.52,overcast clouds
415,Sibolga,ID,1.74,98.78,74.88,84,100,3.38,light rain
416,Salalah,OM,17.02,54.09,78.8,27,0,11.41,clear sky
417,Chuy,UY,-33.7,-53.46,73.22,77,43,12.37,scattered clouds
418,College,US,64.86,-147.8,6.01,77,40,4.7,scattered clouds
419,Hualmay,PE,-11.1,-77.61,64.08,80,12,9.78,few clouds
420,San Pedro,PH,14.35,121.02,84.0,69,40,3.36,scattered clouds
421,Kishtwar,IN,33.32,75.77,39.0,75,100,1.25,overcast clouds
422,Saskylakh,RU,71.92,114.08,-5.84,91,94,4.34,overcast clouds
423,Yenagoa,NG,4.92,6.26,76.6,93,100,3.71,overcast clouds
424,Marzuq,YE,14.4,46.47,68.38,52,93,3.13,overcast clouds
425,Am Timan,TD,11.03,20.28,74.39,28,41,6.53,scattered clouds
426,Komsomolskiy,UZ,40.43,71.72,28.4,74,100,4.7,mist
427,Requena,ES,39.49,-1.1,46.99,93,39,3.36,scattered clouds
428,Linping,CN,30.42,120.3,52.0,100,75,4.47,mist
429,Almeirim,BR,-1.52,-52.58,78.28,77,85,5.7,light rain
430,Port Macquarie,AU,-31.43,152.92,80.01,41,19,1.99,few clouds
431,Tuytepa,UZ,41.03,69.36,26.6,79,100,0.83,mist
432,Vysokogornyy,RU,50.12,139.15,11.01,94,100,8.77,overcast clouds
433,Sabang,ID,5.89,95.32,82.58,76,34,16.71,scattered clouds
434,Cassilandia,BR,-19.11,-51.73,79.05,50,46,3.38,scattered clouds
435,San Julian,MX,21.02,-102.17,66.58,36,1,6.35,clear sky
436,Beloha,MG,-25.17,45.05,70.45,74,41,4.05,scattered clouds
437,Rosetta,EG,31.4,30.42,66.2,82,40,2.24,scattered clouds
438,Aripuana,BR,-9.17,-60.63,76.69,90,97,3.98,moderate rain
439,Kahului,US,20.89,-156.47,80.6,69,75,20.8,broken clouds
440,Omboue,GA,-1.57,9.26,77.65,91,100,4.43,light rain
441,Vardo,NO,70.37,31.11,35.74,81,99,9.24,overcast clouds
442,Elk River,US,45.3,-93.57,36.0,93,100,2.75,overcast clouds
443,Pokrovsk,UA,48.28,37.18,33.94,91,71,10.09,broken clouds
444,Fatehabad,IN,29.52,75.45,62.31,31,94,3.42,overcast clouds
445,Sheksna,RU,59.21,38.51,30.13,98,99,3.94,overcast clouds
446,Mehamn,NO,71.04,27.85,29.62,94,100,12.64,overcast clouds
447,Kendari,ID,-3.94,122.5,79.32,82,100,3.11,heavy intensity rain
448,Rio Gallegos,AR,-51.62,-69.22,53.6,58,75,2.24,broken clouds
449,Halifax,CA,44.65,-63.57,33.8,55,42,13.87,scattered clouds
450,Erzurum,TR,40.0,41.5,21.2,92,0,3.27,clear sky
451,Labuhan,ID,-6.88,112.21,80.51,81,100,10.33,overcast clouds
452,Itarantim,BR,-15.66,-40.07,67.71,95,35,3.78,scattered clouds
453,Mao,ES,39.89,4.27,55.4,66,100,4.7,overcast clouds
454,Alta Floresta,BR,-9.88,-56.09,73.9,94,67,3.29,broken clouds
455,Vanimo,PG,-2.67,141.3,85.51,61,76,0.45,broken clouds
456,Pushchino,RU,54.83,37.63,34.0,98,75,8.95,broken clouds
457,Cilegon,ID,-6.02,106.05,78.8,83,20,11.41,few clouds
458,Comodoro Rivadavia,AR,-45.87,-67.5,64.4,35,0,19.46,clear sky
459,Tataranu,RO,45.52,27.32,30.2,80,5,5.82,clear sky
460,Camacupa,AO,-12.02,17.48,63.55,98,100,7.02,light rain
461,Egvekinot,RU,66.32,-179.17,23.32,98,100,20.18,snow
462,Knokke-Heist,BE,51.33,3.33,44.6,87,100,18.34,overcast clouds
463,Luderitz,NA,-26.65,15.16,60.8,72,0,10.29,clear sky
464,Minsk Mazowiecki,PL,52.18,21.57,39.99,75,99,10.13,overcast clouds
465,Gidam,IN,18.98,81.4,59.43,76,100,3.2,overcast clouds
466,Talnakh,RU,69.49,88.4,15.8,85,75,13.42,light snow
467,Garowe,SO,8.41,48.48,74.34,70,55,10.47,broken clouds
468,Kayes,ML,14.0,-11.0,72.91,19,3,8.5,clear sky
469,High Prairie,CA,55.43,-116.49,37.4,91,100,4.7,overcast clouds
470,Emiliano Zapata,MX,18.83,-99.18,80.6,30,5,5.82,clear sky
471,Guerrero Negro,MX,27.98,-114.06,64.74,70,0,13.2,clear sky
472,Araouane,ML,18.9,-3.53,63.27,28,36,11.5,scattered clouds
473,Hobyo,SO,5.35,48.53,80.19,77,31,9.04,scattered clouds
474,Russkaya Polyana,UA,49.42,31.92,39.74,78,100,10.6,overcast clouds
475,Nova Friburgo,BR,-22.28,-42.53,62.02,97,99,2.15,overcast clouds
476,Praia Da Vitoria,PT,38.73,-27.07,55.4,62,20,15.97,few clouds
477,Impfondo,CG,1.64,18.07,71.42,93,100,0.69,overcast clouds
478,Kigali,RW,-1.95,30.06,64.4,100,90,6.93,fog
479,San Isidro,PE,-12.12,-77.05,64.4,72,0,18.34,clear sky
480,Votkinsk,RU,57.05,53.99,26.01,92,100,3.0,light snow
481,Berwick,US,41.05,-76.23,39.99,74,87,2.42,overcast clouds
482,Vinh,VN,18.67,105.67,72.19,92,80,6.04,broken clouds
483,Norman Wells,CA,65.28,-126.83,-0.4,77,90,3.36,light snow
484,Gat,IL,31.61,34.76,60.8,72,0,2.24,clear sky
485,Morehead,US,37.27,-87.18,53.6,65,1,8.52,clear sky
486,Matagami,CA,49.75,-77.63,10.4,92,90,8.05,overcast clouds
487,San Juan,AR,-31.54,-68.54,79.09,26,0,8.68,clear sky
488,Dingle,PH,11.0,122.67,79.5,85,74,13.82,broken clouds
489,Vieques,PR,18.43,-65.83,75.2,94,40,8.05,scattered clouds
490,Mikuni,JP,36.22,136.15,44.6,81,75,3.36,broken clouds
491,Saint Anthony,US,45.02,-93.22,37.4,93,90,2.17,overcast clouds
492,Formosa Do Rio Preto,BR,-11.05,-45.19,71.46,68,17,5.35,few clouds
493,Port Lincoln,AU,-34.73,135.87,76.82,37,0,11.27,clear sky
494,Sebring,US,27.5,-81.44,70.0,77,1,5.82,clear sky
495,Thung Song,TH,8.16,99.68,78.8,94,20,3.36,few clouds
496,Carutapera,BR,-1.2,-46.02,78.91,83,19,7.76,few clouds
497,Teya,RU,60.38,92.63,6.26,92,93,3.96,overcast clouds
498,Cristalina,BR,-16.77,-47.61,62.44,100,28,8.43,scattered clouds
499,Saint-Francois,FR,46.42,3.91,34.0,82,90,6.93,fog
500,Lampang,TH,18.33,99.5,66.2,93,0,1.41,clear sky
501,Rusape,ZW,-18.53,32.13,66.4,85,100,3.29,overcast clouds
502,Mago,RU,53.25,140.18,12.99,82,38,14.12,scattered clouds
503,Lavrentiya,RU,65.58,-171.0,36.97,93,100,38.43,light rain
504,Ucluelet,CA,48.93,-125.55,44.6,87,75,2.24,broken clouds
505,Camacha,PT,33.08,-16.33,64.4,77,40,11.41,scattered clouds
506,Vestmanna,FO,62.16,-7.17,37.4,93,26,1.12,scattered clouds
507,Mayo,US,38.89,-76.51,46.4,65,40,6.93,scattered clouds
508,Kurtalan,TR,37.93,41.7,35.6,74,75,1.16,broken clouds
509,Moron,AR,-34.65,-58.62,73.4,60,0,20.8,moderate rain
510,Morondava,MG,-20.28,44.28,79.68,65,36,3.56,scattered clouds
511,Bontang,ID,0.13,117.5,78.75,86,100,4.81,overcast clouds
512,Anapskaya,RU,44.89,37.38,32.0,75,68,4.47,broken clouds
513,Qianan,CN,44.99,124.06,24.01,98,99,5.59,overcast clouds
514,San Mateo,US,37.45,-122.35,64.0,51,5,8.05,clear sky
515,Paamiut,GL,61.99,-49.67,34.25,88,100,30.09,overcast clouds
516,Cajati,BR,-24.74,-48.12,69.22,91,52,1.79,broken clouds
517,Pozo Colorado,PY,-23.49,-58.8,89.24,34,0,9.73,clear sky
518,Tabas,IR,33.6,56.92,42.8,56,0,2.24,clear sky
519,Mumbwa,ZM,-14.98,27.06,65.28,85,89,4.9,overcast clouds
520,Tilichiki,RU,60.47,166.1,4.51,94,95,5.73,overcast clouds
521,Batagay-Alyta,RU,67.8,130.41,-3.69,87,93,3.02,overcast clouds
522,Visnes,NO,59.36,5.22,51.01,93,100,23.04,overcast clouds
523,Along,IN,28.17,94.77,49.12,59,6,1.81,clear sky
524,Tete,MZ,-16.16,33.59,93.2,36,40,5.82,scattered clouds
525,Langub,PH,10.8,123.54,81.95,78,89,14.67,overcast clouds
526,Aswan,EG,24.09,32.91,61.68,32,0,5.77,clear sky
527,Nouadhibou,MR,20.93,-17.03,75.2,33,91,9.17,overcast clouds
528,Kozhva,RU,65.11,57.05,21.7,97,100,8.81,overcast clouds
529,Lazaro Cardenas,MX,17.96,-102.2,79.79,80,3,3.69,clear sky
530,Leh,IN,34.17,77.58,18.64,84,97,2.73,overcast clouds
531,Kamaishi,JP,39.27,141.88,33.8,100,75,2.24,broken clouds
532,Nanortalik,GL,60.14,-45.24,31.77,98,100,37.49,overcast clouds
533,Sartell,US,45.62,-94.21,35.6,93,90,3.94,fog
534,Road Town,VG,18.42,-64.62,80.6,78,40,10.92,scattered clouds
535,Saldanha,ZA,-33.01,17.94,53.6,76,87,2.24,overcast clouds
536,Minab,IR,27.15,57.08,64.4,42,0,6.93,clear sky
537,Miramar,US,25.99,-80.23,77.0,69,40,12.75,scattered clouds
538,Puerto Del Rosario,ES,28.5,-13.86,68.0,45,0,8.05,clear sky
539,Bafra,TR,41.57,35.91,50.0,81,75,6.93,moderate rain
540,Srandakan,ID,-7.94,110.25,80.26,78,88,3.44,moderate rain
541,Marabba,SD,12.35,32.18,77.22,26,0,9.4,clear sky
542,Barda,AZ,40.37,47.13,40.12,69,17,5.39,few clouds
543,Juegang,CN,32.32,121.19,51.01,96,99,1.99,overcast clouds
544,Baiyin,CN,36.56,104.21,26.01,67,90,2.24,light snow
545,Ketchikan,US,55.34,-131.65,39.2,100,90,20.8,light rain
546,Vila Velha,BR,-20.33,-40.29,73.4,88,90,3.36,overcast clouds
547,Marang,MY,5.21,103.21,77.0,94,40,4.7,heavy intensity rain
548,San Ramon De La Nueva Oran,AR,-23.13,-64.33,87.01,56,81,10.87,light rain
549,Voh,NC,-20.97,164.7,85.69,48,89,2.28,overcast clouds
550,Nanakuli,US,21.39,-158.15,86.0,51,1,13.87,clear sky
551,Jerome,US,42.72,-114.52,39.2,64,1,4.7,clear sky
552,Manokwari,ID,-0.87,134.08,79.65,86,100,8.57,moderate rain
553,Nizwa,OM,22.93,57.53,61.0,69,27,5.5,scattered clouds
554,Riyadh,SA,24.69,46.72,53.6,62,0,2.95,clear sky
555,Cabo San Lucas,MX,22.89,-109.91,79.0,50,90,2.71,overcast clouds
556,Ostersund,SE,63.18,14.64,28.4,100,100,3.36,overcast clouds
557,Acala,MX,16.57,-92.8,80.6,57,20,12.75,few clouds
558,Orlik,RU,52.52,99.83,-2.06,87,100,1.66,overcast clouds
559,Conakry,GN,9.54,-13.68,81.7,78,30,6.76,scattered clouds
560,Igarka,RU,67.47,86.58,9.46,95,100,12.57,light snow
561,Zverinogolovskoye,RU,54.46,64.85,16.65,96,100,8.86,overcast clouds
562,Makhachkala,RU,42.98,47.5,42.8,81,90,8.95,overcast clouds
563,Hofn,IS,64.25,-15.21,35.06,82,74,18.63,broken clouds
564,Asosa,ET,10.07,34.53,66.9,34,51,4.36,broken clouds
565,Marhaura,IN,25.97,84.87,50.0,93,0,3.38,mist
566,Deputatskiy,RU,69.3,139.9,-17.59,88,100,7.0,overcast clouds
567,Ust-Kuyga,RU,70.02,135.6,-8.7,89,100,4.9,overcast clouds
568,Severodvinsk,RU,64.56,39.83,30.2,100,90,2.24,overcast clouds
569,Malanje,AO,-9.54,16.34,64.04,99,71,2.55,broken clouds
570,Gejiu,CN,23.31,103.16,51.06,100,76,4.18,broken clouds
571,Sokoni,TZ,-6.43,39.55,78.8,88,20,3.38,few clouds
572,Snyder,US,32.72,-100.92,68.0,26,40,12.75,scattered clouds
573,San Patricio,US,28.02,-97.52,80.6,65,20,27.51,few clouds
574,Taksimo,RU,56.34,114.88,0.14,83,39,4.12,scattered clouds
575,Taseyevo,RU,57.22,94.9,3.97,94,79,1.3,broken clouds
576,Banjar,ID,-8.19,114.97,77.0,94,75,1.12,broken clouds
577,Moranbah,AU,-22.0,148.05,85.91,41,93,7.4,overcast clouds
578,Mount Pleasant,US,32.79,-79.86,55.4,81,90,9.86,overcast clouds
579,Kathmandu,NP,27.72,85.32,47.41,75,12,0.65,few clouds
580,Muravlenko,RU,63.79,74.52,14.49,95,97,13.76,overcast clouds
581,Moroni,KM,-11.7,43.26,78.48,69,3,5.66,clear sky
582,Byron Bay,AU,-28.65,153.62,75.99,78,90,13.87,overcast clouds
583,Athmallik,IN,20.72,84.53,60.58,62,100,1.9,overcast clouds
584,Gampengrejo,ID,-7.77,112.02,80.83,74,84,9.73,broken clouds
585,Hovd,MN,48.01,91.64,10.13,84,72,0.51,broken clouds
586,Vammala,FI,61.33,22.9,28.99,92,90,4.7,fog
587,Limbang,MY,4.75,115.0,78.8,83,75,8.05,broken clouds
588,Hargeysa,SO,9.56,44.06,64.17,93,99,11.23,light rain
589,Maldonado,UY,-34.67,-54.92,66.0,93,86,18.34,mist
590,Zinder,NE,13.81,8.99,75.92,25,43,9.33,scattered clouds
591,Ponta Delgada,PT,37.73,-25.67,55.4,58,20,12.75,few clouds
592,Tempio Pausania,IT,40.9,9.1,53.6,81,23,1.12,few clouds
593,Urengoy,RU,65.97,78.37,12.22,96,99,10.65,overcast clouds
594,Dubbo,AU,-32.25,148.62,77.0,47,0,13.87,clear sky
595,San Juan Del Sur,NI,11.25,-85.87,78.8,94,40,6.93,scattered clouds
596,Kharabali,RU,47.42,47.26,38.8,92,100,15.35,overcast clouds
597,Mbandaka,CD,0.05,18.26,71.35,91,99,3.47,overcast clouds
598,Fairview,US,40.81,-74.0,48.2,45,1,4.7,clear sky
599,Kudahuvadhoo,MV,2.67,72.89,81.23,74,28,7.72,light rain
600,Galle,LK,6.04,80.22,78.66,83,100,11.3,light rain
601,Channahon,US,41.43,-88.23,43.0,93,90,10.29,light rain
602,Lasa,IT,46.62,10.7,30.2,80,5,2.24,clear sky
603,Skibbereen,IE,51.55,-9.27,41.0,86,0,4.7,clear sky
604,Korla,CN,41.76,86.15,17.01,87,0,2.35,clear sky
605,Maraa,BR,-1.83,-65.37,74.71,94,92,0.92,moderate rain
606,Goundam,ML,16.41,-3.67,65.88,25,0,9.95,clear sky
607,Galich,RU,58.38,42.35,31.51,99,100,3.47,overcast clouds
608,Westport,US,41.14,-73.36,44.6,48,1,3.36,clear sky
609,Ulladulla,AU,-35.35,150.47,66.2,88,75,4.7,broken clouds
610,Kondinskoye,RU,59.65,67.41,17.74,94,100,11.5,overcast clouds
611,Plouzane,FR,48.38,-4.62,55.4,93,90,14.99,overcast clouds
612,Mangan,IN,27.52,88.53,55.53,34,0,5.75,clear sky
613,Chuguyevka,RU,44.17,133.86,26.78,88,100,2.59,overcast clouds
614,Bandarbeyla,SO,9.49,50.81,76.64,85,21,9.51,few clouds
615,Karratha,AU,-20.74,116.85,85.91,52,1,4.14,clear sky
616,Roebourne,AU,-20.78,117.13,86.52,48,0,2.42,clear sky
617,Vetrni,CZ,48.77,14.29,33.01,96,0,1.05,clear sky
618,Sabha,LY,27.04,14.43,49.96,58,0,6.76,clear sky
619,Nanchang,CN,28.68,115.88,48.96,91,99,4.74,overcast clouds
620,Chara,RU,56.91,118.26,-5.12,76,30,4.03,scattered clouds
621,Bud,US,39.45,-86.18,46.4,70,1,9.17,clear sky
622,Amurrio,ES,43.05,-3.0,55.0,67,95,9.57,overcast clouds
623,Megion,RU,61.03,76.11,12.2,92,90,8.95,light snow
624,Ust-Kut,RU,56.79,105.77,0.84,90,85,1.99,overcast clouds
625,Puquio,PE,-14.7,-74.13,58.46,46,76,8.66,light rain
626,Namie,JP,37.48,141.0,48.99,91,91,8.48,overcast clouds
627,Chipinge,ZW,-20.19,32.62,68.58,87,100,4.88,light rain
628,Griffith,US,41.53,-87.42,43.0,81,90,9.17,overcast clouds
629,El Astillero,ES,43.4,-3.82,60.8,51,59,10.29,broken clouds
630,Chenzhou,CN,25.8,113.03,49.12,80,59,2.51,broken clouds
631,Kem,RU,64.96,34.58,31.41,97,98,10.27,overcast clouds
632,Amahai,ID,-3.33,128.92,83.25,74,99,2.35,overcast clouds
633,Puerto Ayacucho,VE,5.66,-67.62,77.65,84,56,3.62,broken clouds
634,Amapa,BR,1.0,-52.0,73.27,97,100,3.24,moderate rain
635,Beyla,GN,8.68,-8.63,68.72,44,65,1.86,broken clouds
636,Artyom,AZ,40.47,50.33,44.6,81,40,6.93,scattered clouds
637,Xai-Xai,MZ,-25.05,33.64,78.78,85,29,12.24,scattered clouds
638,Dondo,MZ,-19.61,34.74,78.8,94,0,2.24,clear sky
639,Treinta Y Tres,UY,-33.23,-54.38,76.5,73,2,7.36,clear sky
640,Adrar,MR,20.5,-10.07,63.09,28,96,9.91,overcast clouds
641,Ranot,TH,7.78,100.32,79.63,79,100,7.29,light rain
642,Cururupu,BR,-1.83,-44.87,77.76,87,16,4.5,few clouds
643,Marathon,US,44.9,-89.77,33.8,100,90,5.82,mist
644,Caxito,AO,-8.58,13.66,77.0,88,20,6.93,few clouds
645,Zwedru,LR,6.07,-8.13,72.52,97,75,1.97,broken clouds
646,Myitkyina,MM,25.38,97.4,58.44,84,21,1.9,few clouds
647,Acapulco,MX,16.86,-99.89,84.2,74,20,6.93,few clouds
648,Labuan,MY,5.28,115.24,77.0,94,20,3.36,few clouds
649,Icatu,BR,-2.78,-44.07,82.4,83,20,12.75,few clouds
650,Niksic,ME,42.77,18.94,53.6,70,0,2.24,clear sky
651,Kropotkin,RU,45.44,40.58,36.28,92,49,6.78,scattered clouds
652,Viedma,AR,-40.81,-63.0,61.0,49,1,14.25,clear sky
653,Sao Paulo De Olivenca,BR,-3.38,-68.87,76.51,95,100,2.48,overcast clouds
654,Beyneu,KZ,45.32,55.2,29.79,94,36,7.7,scattered clouds
655,Fuerte Olimpo,PY,-21.04,-57.87,88.11,37,10,6.33,clear sky
656,Key West,US,24.56,-81.78,78.8,73,1,13.87,clear sky
657,Sola,VU,-13.88,167.55,79.93,76,23,3.89,few clouds
658,Lixourion,GR,38.2,20.43,57.47,65,25,9.1,scattered clouds
659,San Carlos De Bariloche,AR,-41.15,-71.31,55.0,81,75,14.99,light intensity drizzle
660,Normandin,CA,48.83,-72.53,19.4,72,40,3.36,scattered clouds
661,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.12,83,90,9.55,overcast clouds
662,Biak,ID,-0.91,122.88,82.72,68,100,1.41,overcast clouds
663,Kyzyl-Suu,KG,42.34,78.01,20.61,71,40,7.34,scattered clouds
664,Ayan,RU,56.45,138.17,9.23,83,99,19.44,overcast clouds
665,Anderson,US,34.53,-82.65,48.2,57,1,3.36,clear sky
666,Naifaru,MV,5.44,73.37,81.41,63,91,3.62,overcast clouds
667,Aksu,CN,41.12,80.26,21.13,82,40,4.99,scattered clouds
668,Miraflores,MX,19.22,-98.81,77.0,15,5,3.36,clear sky
669,Cervo,ES,43.67,-7.41,55.0,91,100,3.0,light rain
670,Kyabe,TD,9.45,18.94,77.18,31,100,4.83,overcast clouds
671,Kalmunai,LK,7.42,81.82,77.38,83,100,6.31,overcast clouds
672,Lubango,AO,-14.92,13.49,63.0,73,100,0.69,overcast clouds
673,Hervey Bay,AU,-25.3,152.85,82.99,70,100,1.01,heavy intensity rain
674,Lebyazhye,RU,55.27,66.49,14.58,96,100,8.75,overcast clouds
675,Longhua,CN,23.61,114.19,66.29,70,51,2.53,broken clouds
676,Namibe,AO,-15.2,12.15,70.3,75,57,4.63,broken clouds
677,Kalevala,RU,65.2,31.17,25.07,97,0,3.78,clear sky
678,El Coco,PA,8.87,-79.81,80.6,100,75,2.24,broken clouds
679,Kaolinovo,BG,43.62,27.12,42.01,77,0,3.62,clear sky
680,Ankang,CN,32.68,109.02,39.69,77,96,0.25,overcast clouds
681,Muisne,EC,0.6,-80.03,72.64,88,98,8.3,overcast clouds
682,Sigli,ID,5.38,95.96,78.69,78,5,3.29,clear sky
683,Atambua,ID,-9.11,124.89,85.73,58,17,0.16,few clouds
684,Havoysund,NO,71.0,24.66,30.2,74,0,13.87,clear sky
685,Grand Forks,US,47.94,-97.43,30.2,100,90,14.99,overcast clouds
686,Le Francois,MQ,14.62,-60.9,78.8,83,20,6.93,few clouds
687,Tungor,RU,53.38,142.96,16.68,95,82,18.61,light snow
688,Sironj,IN,24.1,77.7,55.26,46,0,5.26,clear sky
689,Kuusamo,FI,65.97,29.18,23.0,92,90,6.93,overcast clouds
690,Sakaiminato,JP,35.55,133.23,48.2,93,75,3.36,broken clouds
691,Olafsvik,IS,64.89,-23.71,34.54,85,67,13.42,broken clouds
692,Affery,CI,6.32,-3.96,73.33,96,75,2.68,broken clouds
693,Kouango,CF,4.99,19.96,72.79,58,99,2.35,overcast clouds
694,Norsup,VU,-16.07,167.38,86.0,70,40,3.36,scattered clouds
695,Batouri,CM,4.43,14.37,70.2,52,75,2.8,broken clouds
696,Carballo,ES,43.21,-8.69,50.0,95,100,2.37,overcast clouds
697,Mutoko,ZW,-17.4,32.23,71.64,71,100,6.2,overcast clouds
698,Sungairaya,ID,0.7,108.9,77.7,85,100,3.6,overcast clouds
699,Atlantis,ZA,-33.57,18.48,57.0,90,84,5.08,broken clouds
700,Puerto Madero,MX,14.72,-92.42,84.2,74,40,6.93,scattered clouds
701,Kimbe,PG,-5.55,150.14,80.69,83,100,5.95,moderate rain
